Segment,Age,AGENT_FIRST_NAME,AGENT_LAST_NAME,AGENT_DOB,row_count,NPN,LICENSE_NUMBER,LICENSE_TYPE,BROKERDEALER_NAME,QUALIFICATION,CITY,STATE_REGISTERED_ARRAY,NUM_STATE_REGISTERED,EDUCATION,GENDER,HOUSE_OWNERSHIP,MAPPED_CUST_ID,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,OCCUPATION,POSTAL_CODE,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_OTHERS,PURCHASE_HABITS_TRAVEL,max,REPCRD,BDFIRMCRD,INDEPENDENT_CONTRACTOR_FLAG,AUM_SELFREPORTED,AGENT_TENURE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS,label,NPS_FEEDBACK,NPS_SCORE,AGENT_ID,MEMBERSHIP_STATUS_DATE,AGENT_MEMBERSHIP_PROGRAM_STATUS,CHANNEL,COMPLAINTS_LAST_12_MONTHS,COMPLAINT_CATEGORY,PREMIUM_AMOUNT
Independent Agents,28,AMIRAH,HARDY,853977600000,1,20773296,3033987,Pers Lines Prop and Cas Agent,"[""JMG""]",Personal Lines Prop and Cas,LITHONIA,"[""MO"",""CO""]",2,ASSOCIATE,F,RENT,15441705721,SINGLE,3,0,ADJUSTER,300586487,1,0,0,0,0,state,522116,28428,,9528224,2.1,8,Promoter,I always receive quick support and detailed answers to all my queries.,9,15441705721,1740355200000,Sent,Multichannel Initiative,5,Sales,6019
Independent Agents,61,HECTOR,CARRUCINI,-174441600000,1,20620341,2972703,General Lines Agent,"[""Trucordia""]",Property and Casualty,CAROLINA,"[""OR"",""TX"",""DC""]",3,DOCTORATE,F,OWN,15533429739,SINGLE,2,2,AGENT,00986,0,0,1,0,0,state,781459,53598,,32209332,18.2,18,Promoter,Clear documentation and user-friendly website.,9,15533429739,1695772800000,Sent,Web Content,3,Sales,6070
Independent Agents,44,JOHN,KIRKLAND,358992000000,1,2062715,1811962,General Lines Agent,"[""Rich & Cartmill Inc.""]",Property and Casualty,MARIETTA,"[""NY"",""IL""]",2,ASSOCIATE,F,MORTGAGE,15589445416,SINGLE,3,1,BROKER,300602271,0,1,0,0,0,state,646693,29944,,2579781,9.2,8,Passive,"Renewal reminders are appreciated, but online portal is basic.",7,15589445416,1560384000000,Registered,Web Content,0,,4398
Independent Agents,59,ANGEL,BAEZ,-115171200000,1,20851402,3364077,General Lines Agent,"[""Superior Insurance Partners""]",Property and Casualty,MIAMI,"[""IL"",""ME"",""KY"",""WA""]",4,HIGH_SCHOOL,M,MORTGAGE,15606385850,WIDOWED,0,4,CONSULTANT,33186,1,1,0,0,0,state,705448,22083,1,0,3.2,12,Passive,"They do what they are supposed to – nothing more, nothing less.",7,15606385850,1597190400000,Sent,Web Content,7,Billing,4536
Independent Agents,27,CHRISTOPHER,LINDSEY,886982400000,1,20814624,3048683,General Lines Agent,"[""Robertson Ryan Insurance""]","Life, Accident, Health & HMO",WOODWAY,"[""VT""]",1,BACHELOR,M,OTHER,15617539492,SINGLE,2,3,MANAGER,76712,0,0,1,0,0,state,954121,98210,1,3121831,20,15,Promoter,"My agent was very patient in answering all my questions, thank you!",9,15617539492,1667692800000,Sent,Web Content,0,,5964
Independent Agents,40,DEBORAH,GANN,475718400000,1,1158001,1176043,General Lines Agent,"[""Lawley Insurance""]","Life, Accident, Health & HMO",KINGSLAND,"[""WI"",""OH"",""WV""]",3,HIGH_SCHOOL,F,MORTGAGE,15666227854,DIVORCED,3,1,ADJUSTER,78639,1,1,1,1,0,state,413645,32242,,9977291,14.1,6,Detractor,Claims process is tedious and paperwork-heavy.,3,15666227854,1602115200000,Registered,Referral,3,Billing,6367
Independent Agents,62,JADE,FELICIANO,-231552000000,1,21174228,3179107,Pers Lines Prop and Cas Agent,"[""Energy Insurance Agency""]",Personal Lines Prop and Cas,TAMPA,"[""PA"",""LA"",""MS"",""RI""]",4,DOCTORATE,M,MORTGAGE,15767039349,DIVORCED,2,4,MANAGER,33619,1,1,0,0,0,state,393990,11948,1,7087504,6.3,14,Passive,"Policy is new, will have to wait and see about claims.",8,15767039349,1756252800000,Sent,Referral,6,Claims,4466
Independent Agents,54,DYNASTEE,HARRIS,21600000000,1,21251625,3209332,General Lines Agent,"[""Hausmann Group""]","Life, Accident, Health & HMO",AUSTIN,"[""MN""]",1,BACHELOR,M,MORTGAGE,15809798527,MARRIED,0,3,ADJUSTER,78717,1,0,0,0,1,state,496656,78400,,1601478,9.7,4,Passive,"Call hold times are sometimes long, but reps polite.",8,15809798527,1674000000000,Sent,Referral,8,Service,4402
Independent Agents,32,WILLIAM,LIPSEY,733622400000,1,17158153,1890285,Escrow Officer,"[""Keystone Agency Partners LLC""]",NONE,BRYAN,"[""IL"",""KY"",""PA"",""KS""]",4,HIGH_SCHOOL,M,MORTGAGE,15818443212,SINGLE,2,1,CONSULTANT,778022117,0,1,0,1,0,state,826837,81194,1,12921382,8.6,9,Passive,Have to chase the company for every small update.,6,15818443212,1725840000000,Sent,Web Content,5,Policy,6946
Independent Agents,40,IVAN,MENDEZ,470534400000,1,20662156,3064448,General Lines Agent,"[""The MJ Companies""]",Property and Casualty,CYPRESS,"[""AK"",""MO"",""OK""]",3,DOCTORATE,M,OWN,15832191904,SINGLE,2,4,SERVICE,77433,0,1,1,1,0,state,868935,93765,1,9452647,10.7,14,Passive,Most interactions have been average – neither notably good nor bad.,8,15832191904,1766275200000,Registered,Web Content,0,,4178
Independent Agents,62,KEVIN,STANTON,-224553600000,1,20842734,3061949,General Lines Agent,"[""Reliance Partners""]","Life, Accident, Health & HMO",HOUSTON,"[""GA"",""LA"",""WI""]",3,BACHELOR,F,OTHER,15925993079,WIDOWED,2,2,ADJUSTER,770713712,1,0,1,0,0,state,787482,61366,,4127619,6.6,3,Detractor,Difficult to get in touch with anyone after filing a claim.,2,15925993079,1726012800000,Sent,Web Content,10,Sales,7626
Independent Agents,40,JESSICA,EBLER,486864000000,1,19352841,3313977,General Lines Agent,"[""James G Parker Insurance Associates""]","Life, Accident, Health & HMO",BURLINGTON,"[""NV"",""HI"",""OH""]",3,MASTER,M,MORTGAGE,15960726314,SINGLE,2,2,SERVICE,531051109,0,0,1,0,0,state,115346,81147,,0,18.5,8,Passive,"Decent options for add-ons, though plan features could be clearer.",8,15960726314,1598572800000,Visited,Search,3,Website,3930
Independent Agents,35,MICHELLE,WADDELL,647222400000,1,19019718,2445396,Adjuster,"[""Marshall + Sterling Enterprises Inc.""]",Adjuster - All Lines,BOSTON,"[""NC"",""IA""]",2,HIGH_SCHOOL,F,RENT,16016946983,MARRIED,3,3,ADJUSTER,021165066,1,0,0,1,1,state,496970,99679,,23170051,5.1,9,Passive,Service was slow and the experience was frustrating.,5,16016946983,1670803200000,Sent,Search,0,,4482
Independent Agents,64,MATTHEW,EAGLE,-273024000000,1,20601011,2965778,Adjuster,"[""Inszone Insurance""]",Adjuster - All Lines,HONOLULU,"[""TX"",""AZ""]",2,HIGH_SCHOOL,M,RENT,16066859346,DIVORCED,2,1,CONSULTANT,96822,0,0,0,1,0,state,290193,55742,,5860500,16.8,9,Detractor,Very high deductibles and complicated claim filing steps.,4,16066859346,1552176000000,Clicked,Email Nurture,7,Service,3501
Independent Agents,65,KIMBERLY,BRANCH,-303350400000,1,13163576,1585951,Adjuster,"[""Keystone Agency Partners LLC""]",Adjuster -  Worker's Comp.,GUTHRIE,"[""OH""]",1,MASTER,F,OWN,16086772432,SINGLE,1,3,CONSULTANT,730441843,1,1,0,1,0,state,451323,65479,1,9775353,4.2,4,Passive,Claim payout took over three months after countless follow-ups.,6,16086772432,1677283200000,Visited,Web Content,3,Service,4675
Independent Agents,26,RAYMOND,CROCKETT,918000000000,1,18510196,2513446,General Lines Agent,"[""Snellings Walters Insurance Agency""]","Life, Accident, Health & HMO",GRANDVIEW,"[""VT"",""CT""]",2,DOCTORATE,F,RENT,16129477004,SINGLE,1,2,CONSULTANT,64030,0,0,1,1,1,state,489559,84001,,0,11.7,17,Promoter,I always receive quick support and detailed answers to all my queries.,9,16129477004,1745625600000,Sent,Search,7,Billing,6673
Independent Agents,48,CESAR,GUTIERREZ,236131200000,1,20235325,3209112,General Lines Agent,"[""Sunstar Insurance Group""]","Life, Accident, Health & HMO",PASCO,"[""ID""]",1,BACHELOR,M,OTHER,16174913655,MARRIED,0,2,SERVICE,993014624,0,0,1,0,0,state,552812,39644,,16304573,0.8,7,Promoter,They proactively offered extra riders for critical illness without upselling.,10,16174913655,1538092800000,Sent,Direct Mail,7,Service,5856
Independent Agents,39,CESAR,GUTIERREZ,501120000000,1,17021775,3124896,Life Agent,"[""Unison Risk Advisors""]",Life Agent/Agency,TEMECULA,"[""GA"",""MA"",""AZ"",""VT""]",4,BACHELOR,F,OTHER,16174913655,MARRIED,0,2,SERVICE,925901870,0,0,1,0,0,state,877967,38001,,0,6.5,7,Promoter,They proactively offered extra riders for critical illness without upselling.,10,16174913655,1538092800000,Sent,Direct Mail,7,Service,6042
Comfortable retirees,63,CHRISTINA,CHEN,-242784000000,1,20341032,2847871,Adjuster,"[""World Insurance Associates LLC""]",Adjuster - All Lines,YORBA LINDA,"[""KS"",""MI"",""NC"",""GA""]",4,DOCTORATE,F,OTHER,16177836251,WIDOWED,3,0,MANAGER,928876438,1,0,0,1,1,state,994316,56048,1,0,5.3,0,Passive,"Call hold times are sometimes long, but reps polite.",8,16177836251,1693785600000,Registered,Search,0,,4349
Independent Agents,54,KATHERINE,WHITE,23155200000,1,1187834,791501,General Lines Agent,"[""Crest Insurance Group""]","Life, Accident, Health & HMO",FORNEY,"[""UT""]",1,ASSOCIATE,M,OWN,16195019203,DIVORCED,0,2,ADJUSTER,751263939,0,1,0,1,0,state,202270,88844,,4028730,3.2,9,Detractor,Coverage for pre-existing conditions turned out to be minimal.,4,16195019203,1683590400000,Sent,Web Content,4,Website,3546
Independent Agents,36,KATHERINE,WHITE,615427200000,1,16983131,3010632,General Lines Agent,"[""Charles L. Crane Agency""]","Life, Accident, Health & HMO",SHEFFIELD VLG,"[""SC""]",1,ASSOCIATE,M,OWN,16195019203,DIVORCED,0,2,ADJUSTER,44054,0,1,0,1,0,state,956524,41760,,7017461,6.3,9,Detractor,Coverage for pre-existing conditions turned out to be minimal.,4,16195019203,1683590400000,Sent,Web Content,4,Website,8220
Independent Agents,58,JARAD,STOLZ,-76550400000,1,17371953,2838600,General Lines Agent,"[""Marshall + Sterling Enterprises Inc.""]","Life, Accident, Health & HMO",SUWANEE,"[""MI"",""TX"",""DE""]",3,MASTER,M,OWN,16260786089,DIVORCED,3,3,CONSULTANT,300246054,1,0,0,0,0,state,145228,25500,,4938070,10,1,Passive,Neither dissatisfied nor excited about my experience.,8,16260786089,1628640000000,Visited,Multichannel Initiative,0,,4178
Comfortable retirees,62,ABDUL,MUHAMMAD,-220320000000,1,20870995,3076484,General Lines Agent,"[""Shepherd Insurance""]","Life, Accident, Health & HMO",FRESNO,"[""SD"",""IN"",""KY""]",3,DOCTORATE,M,OTHER,16337614388,DIVORCED,3,1,CONSULTANT,77545,1,0,0,0,0,state,546119,11711,,0,20.1,1,Detractor,I was misinformed about coverage exclusions during the sales process.,4,16337614388,1653091200000,Registered,Paid Social,10,Website,8816
Independent Agents,64,MATTHEW,PRICE,-267926400000,1,21475417,3296659,Life Agent,"[""World Insurance Associates LLC""]",Life Agent/Agency,KNOXVILLE,"[""NC"",""TX"",""HI""]",3,ASSOCIATE,M,RENT,16359357696,DIVORCED,1,3,ADJUSTER,37931,0,1,1,0,0,state,659312,13208,1,47434442,5.1,12,Promoter,Clear documentation and user-friendly website.,9,16359357696,1623196800000,Visited,Search,0,,5841
Independent Agents,63,MATTHEW,PRICE,-233712000000,1,19688340,2632232,Adjuster,"[""Unison Risk Advisors""]",Adjuster - All Lines,EUSTIS,"[""AL"",""MN"",""MO"",""NH""]",4,ASSOCIATE,F,RENT,16359357696,DIVORCED,1,3,ADJUSTER,32726,0,1,1,0,0,state,782970,92546,1,0,14.7,12,Promoter,Clear documentation and user-friendly website.,9,16359357696,1623196800000,Visited,Search,0,,6742
Independent Agents,47,MATTHEW,PRICE,259545600000,1,16425267,1714609,General Lines Agent,"[""BancFirst Insurance Services Inc.""]","Life, Accident, Health & HMO",HOUSTON,"[""OH"",""AL"",""KY"",""WI""]",4,ASSOCIATE,M,RENT,16359357696,DIVORCED,1,3,ADJUSTER,770573423,0,1,1,0,0,state,899492,80837,,6906009,15.3,12,Promoter,Clear documentation and user-friendly website.,9,16359357696,1623196800000,Visited,Search,0,,10688
Independent Agents,27,MATTHEW,PRICE,890956800000,1,9076071,1860330,Adjuster,"[""The Daniel and Henry Company""]",Adjuster - P&C,INDIAN TRAIL,"[""HI"",""VA""]",2,ASSOCIATE,F,RENT,16359357696,DIVORCED,1,3,ADJUSTER,28079,0,1,1,0,0,state,413040,47944,1,1289628,15.1,12,Promoter,Clear documentation and user-friendly website.,9,16359357696,1623196800000,Visited,Search,0,,6068
Independent Agents,33,MATTHEW,HOPE,685584000000,1,21297626,3317191,General Lines Agent,"[""Kaplansky Insurance""]","Life, Accident, Health & HMO",PHILADELPHIA,"[""NC"",""GA"",""NH""]",3,BACHELOR,M,MORTGAGE,16375602868,DIVORCED,2,1,SERVICE,19124,0,0,0,0,1,state,443561,45598,1,30772733,7.4,5,Detractor,Premiums increase without transparent explanations each year.,4,16375602868,1663372800000,Clicked,Email Nurture,0,,3880
Independent Agents,28,ELLIOT,COHEN,851385600000,1,17085077,1861376,Pers Lines Prop and Cas Agent,"[""Lawley Insurance""]",Personal Lines Prop and Cas,RICHMOND,"[""MA"",""IA"",""SD"",""IN""]",4,HIGH_SCHOOL,F,OWN,16405436016,DIVORCED,2,4,MANAGER,232945237,0,0,1,0,0,state,925461,94571,1,36276632,18.9,2,Detractor,Coverage for pre-existing conditions turned out to be minimal.,0,16405436016,1692662400000,Clicked,Direct Mail,10,Claims,3536
Independent Agents,39,ETRINDA,CASTLE,513820800000,1,20371521,2873888,General Lines Agent,"[""OneDigital""]",Property and Casualty,ATLANTA,"[""CT""]",1,HIGH_SCHOOL,F,MORTGAGE,16487345699,WIDOWED,0,3,CONSULTANT,30344,0,1,0,0,0,state,193135,17026,,0,2.4,5,Promoter,Love the mobile app for managing my policies on the go.,9,16487345699,1724803200000,Visited,Referral,0,,6434
Independent Agents,61,SAMUEL,KIELTY,-188956800000,1,21669318,3367327,General Lines Agent,"[""Superior Insurance Partners""]","Life, Accident, Health & HMO",HOUSTON,"[""SC"",""IN""]",2,BACHELOR,M,OWN,16508318356,WIDOWED,2,2,AGENT,770431304,0,0,1,1,0,state,917750,97701,1,0,5.5,7,Passive,Communication is fair; some steps could be simpler.,8,16508318356,1712966400000,Registered,Email Nurture,4,Website,5874
Independent Agents,61,KESHRIL,JONES,-186364800000,1,19214357,2955763,Pers Lines Prop and Cas Agent,"[""TWFG""]",Personal Lines Prop and Cas,NORTH CHESTERFIELD,"[""IA"",""ME""]",2,DOCTORATE,F,OWN,16590308386,SINGLE,0,0,BROKER,232343368,1,0,0,1,1,state,279920,93021,1,0,4.8,16,Promoter,Policy benefits exceeded my expectations and premiums are reasonable.,10,16590308386,1597968000000,Registered,Event,0,,6318
Independent Agents,28,JOHN,GAVALAS,846633600000,1,16285074,1985699,General Lines Agent,"[""OVD Insurance""]","Life, Accident, Health & HMO",TAMPA,"[""GA"",""VT""]",2,BACHELOR,M,MORTGAGE,16671248796,SINGLE,2,3,SERVICE,33609,0,1,1,1,1,state,357799,61788,1,33321772,1.9,6,Detractor,Claim payout took over three months after countless follow-ups.,3,16671248796,1689552000000,Sent,Event,6,Policy,5548
Independent Agents,35,LISA,FOX,631843200000,1,16882156,1811437,General Lines Agent,"[""The Liberty Company Insurance Brokers""]",Property and Casualty,PARMA HEIGHTS,"[""MA"",""DE""]",2,ASSOCIATE,F,RENT,16732316367,MARRIED,3,3,BROKER,441304609,1,0,1,1,1,state,385858,14515,,0,3,2,Promoter,Policy benefits exceeded my expectations and premiums are reasonable.,10,16732316367,1747612800000,Visited,Search,0,,5526
Independent Agents,37,THOMAS,GORDNER,566006400000,1,3222457,1443803,Adjuster,"[""Oakbridge Insurance Agency LLC""]",Adjuster - P&C,MUNCY,"[""SC"",""CT"",""MI""]",3,DOCTORATE,F,MORTGAGE,16749352027,SINGLE,1,0,ADJUSTER,177561606,1,1,0,1,0,state,580588,98864,,2555922,5,10,Promoter,Excellent accident coverage for the entire family – claims paid without hassle.,10,16749352027,1704240000000,Attended,Web Content,0,,5971
Independent Agents,36,LAURA,LEYENDECKER,592963200000,1,5311991,1095377,General Lines Agent,"[""King Risk Partners""]",Property and Casualty,LAREDO,"[""AZ""]",1,ASSOCIATE,F,MORTGAGE,16790184773,SINGLE,3,3,CONSULTANT,78045,1,0,0,0,0,state,167625,69992,1,2134822,9.3,0,Detractor,Aggressive upselling without clarifying plan differences.,0,16790184773,1722729600000,Sent,Referral,0,,3310
Independent Agents,41,SHARI,SHIMKO,461721600000,1,2315775,3225495,General Lines Agent,"[""Turner Surety & Insurance Brokerage""]",Property and Casualty,GAYLORDSVILLE,"[""CA"",""VT"",""CT"",""WI""]",4,BACHELOR,F,OTHER,16793190166,SINGLE,0,4,AGENT,067551201,0,1,0,1,0,state,309323,32389,,5887270,3,4,Detractor,Have to chase the company for every small update.,2,16793190166,1732233600000,Registered,Search,6,Website,3591
Independent Agents,40,IVETTE,GRANADOS,487814400000,1,3598643,2083265,Adjuster,"[""Associated Insurance Management LLC""]",Adjuster - P&C,WESTON,"[""IN"",""ME"",""PA"",""IA""]",4,HIGH_SCHOOL,F,OTHER,16818547207,SINGLE,2,1,MANAGER,33331,0,1,0,1,0,state,845974,78623,1,4999638,17.3,14,Passive,Neither dissatisfied nor excited about my experience.,8,16818547207,1561507200000,Sent,Search,0,,4401
Independent Agents,25,MARCELA,VILLALTA,962323200000,1,19018466,2371413,General Lines Agent,"[""Florida One Insurance Agency""]","Life, Accident, Health & HMO",SUGAR LAND,"[""TN"",""ND"",""WV""]",3,MASTER,M,RENT,16820315868,DIVORCED,1,4,ADJUSTER,774981448,0,0,0,0,1,state,972681,13472,1,0,8.2,7,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",10,16820315868,1631750400000,Registered,Paid Social,7,Policy,6114
Independent Agents,35,MADISON,MOATTS,621820800000,1,21429957,3288839,General Lines Agent,"[""Robertson Ryan Insurance""]","Life, Accident, Health & HMO",BELCAMP,"[""IN"",""KY"",""MT"",""IA""]",4,MASTER,M,OWN,16866413051,MARRIED,2,2,CONSULTANT,21017,1,0,0,1,1,state,831855,51035,,3334883,2.6,9,Passive,"No major complaints, but nothing stands out as excellent either.",8,16866413051,1591833600000,Clicked,Referral,1,Policy,4567
Independent Agents,28,KOBE,OKEKE,858816000000,1,21345413,3244717,General Lines Agent,"[""Tompkins Insurance Agencies Inc.""]","Life, Accident, Health & HMO",SMRYNA,"[""RI""]",1,HIGH_SCHOOL,F,MORTGAGE,16903208722,SINGLE,3,0,CONSULTANT,37167,0,1,0,1,0,state,208820,14480,1,0,7.8,4,Detractor,"No clarity about policy renewal terms, led to missed coverage.",4,16903208722,1645747200000,Sent,Web Content,11,Claims,4343
Independent Agents,57,CHARLES,ROBERTSON,-68083200000,1,7724393,2976285,Pers Lines Prop and Cas Agent,"[""Oakbridge Insurance Agency LLC""]",Personal Lines Prop and Cas,COLORADO SPRINGS,"[""KS"",""AR"",""VT""]",3,ASSOCIATE,M,RENT,16973242926,WIDOWED,1,0,CONSULTANT,80911,0,1,0,1,1,state,326130,53339,1,11494468,9,13,Passive,"Expectations matched reality, service-wise.",7,16973242926,1673568000000,Registered,Referral,0,,4287
Independent Agents,38,ARIANNA,SANCHEZ,536198400000,1,19465035,2526709,General Lines Agent,"[""Florida One Insurance Agency""]","Life, Accident, Health & HMO",HUMBLE,"[""PA"",""VT"",""NV"",""OR""]",4,ASSOCIATE,M,MORTGAGE,16993585696,WIDOWED,2,1,ADJUSTER,773461388,0,0,1,0,1,state,326509,86553,,12644224,2.8,1,Promoter,Easy premium payments and transparent policy terms.,10,16993585696,1744675200000,Visited,Multichannel Initiative,4,Website,9196
Emerging Experts,43,MAIKEL,GARCIA,397008000000,1,9794913,2486087,General Lines Agent,"[""Lawley Insurance""]","Life, Accident, Health & HMO",MIAMI,"[""NV"",""CO"",""NC""]",3,DOCTORATE,M,OWN,17058289014,WIDOWED,1,1,CONSULTANT,33194,1,0,1,0,1,state,469973,26689,,8067375,6.7,4,Promoter,Helpful reminders about pending renewals and upcoming payments.,10,17058289014,1729641600000,Visited,Paid Social,10,Billing,6370
Independent Agents,56,SARAH,CARPENTER,-42681600000,1,19684480,2952190,General Lines Agent,"[""Inszone Insurance""]",Property and Casualty,KINGSPORT,"[""NJ""]",1,ASSOCIATE,M,OTHER,17092047038,SINGLE,3,4,AGENT,376644850,0,1,0,0,1,state,870444,69558,1,1783063,15.3,15,Promoter,Clear documentation and user-friendly website.,10,17092047038,1546560000000,Registered,Multichannel Initiative,6,Sales,6235
Emerging Experts,47,SARAH,CARPENTER,256521600000,1,17599055,2058144,Adjuster,"[""Insurance Office of America Inc.""]",Adjuster - P&C,BOSTON,"[""NC"",""SC"",""VT""]",3,ASSOCIATE,M,OTHER,17092047038,SINGLE,3,4,AGENT,021165066,0,1,0,0,1,state,713480,43644,,2067811,1.8,15,Promoter,Clear documentation and user-friendly website.,10,17092047038,1546560000000,Registered,Multichannel Initiative,6,Sales,6067
Independent Agents,49,JULIE,KIMPLING,185155200000,1,16554514,1979614,Adjuster,"[""Associated Insurance Management LLC""]",Adjuster - P&C,ALPHARETTA,"[""VA"",""ID"",""KY""]",3,MASTER,M,OTHER,17203518320,DIVORCED,3,3,SERVICE,300221423,0,0,0,0,0,state,146021,15665,,24228105,3.3,7,Promoter,Helpful reminders about pending renewals and upcoming payments.,9,17203518320,1647388800000,Visited,Event,2,Service,6283
Independent Agents,28,TAMIKA,COLLINS,867196800000,1,17638242,2061432,Adjuster,"[""C3 Risk & Insurance""]",Adjuster - All Lines,ATLANTA,"[""GA"",""IL"",""KY""]",3,ASSOCIATE,M,MORTGAGE,17241561146,DIVORCED,0,3,MANAGER,303498481,1,1,0,1,0,state,502846,51845,1,0,19.2,4,Passive,Coverage for pre-existing conditions turned out to be minimal.,5,17241561146,1736812800000,Visited,Search,5,Policy,4103
Independent Agents,30,KIMBERLY,HUBBS,792979200000,1,17178160,3335349,Adjuster,"[""Vantage Insurance Partners""]",Adjuster - All Lines,HOUSTON,"[""OK""]",1,HIGH_SCHOOL,F,MORTGAGE,17313298294,MARRIED,1,2,CONSULTANT,770472858,1,1,0,0,1,state,443925,11692,,1072147,8.2,10,Passive,Signed up mainly because of a friend's recommendation. So far OK.,7,17313298294,1663718400000,Visited,Search,7,Policy,3883
Independent Agents,52,MADISON,PARKER,89683200000,1,17306522,3223200,Life Agent,"[""Turner Surety & Insurance Brokerage""]",Life Agent/Agency,OVERLAND PARK,"[""NV"",""NY""]",2,MASTER,F,OWN,17333100525,SINGLE,1,4,MANAGER,662121120,1,0,1,1,1,state,574100,76783,,7411487,6.9,9,Detractor,Difficult to get in touch with anyone after filing a claim.,4,17333100525,1630108800000,Sent,Web Content,0,,6977
Independent Agents,38,SHANEQUA,POTTS,535248000000,1,20660197,2980936,Adjuster,"[""Swingle Collins & Associates Inc.""]",Adjuster - All Lines,HUMBLE,"[""SC""]",1,ASSOCIATE,F,OWN,17389365516,WIDOWED,1,0,ADJUSTER,77338,0,0,1,0,0,state,300462,52529,,3011124,18.9,9,Passive,"Some policy wording is hard to understand, but got help when I called.",7,17389365516,1733011200000,Visited,Web Content,12,Claims,4933
Independent Agents,38,MARICELA,CARRASCO,533347200000,1,21028936,3113679,General Lines Agent,"[""CCIG""]","Life, Accident, Health & HMO",LUBBOCK,"[""AZ""]",1,DOCTORATE,M,RENT,17401363528,DIVORCED,3,2,BROKER,79403,1,0,1,0,0,state,969395,75189,1,9782577,0.9,6,Detractor,Customer service lines are always busy and staff rarely follow up.,0,17401363528,1703376000000,Visited,Email Non Nurture,0,,3705
Independent Agents,28,CHASE,FRY,852076800000,1,16930470,2155712,General Lines Agent,"[""Keystone Agency Partners LLC""]",Property and Casualty,TACOMA,"[""MS""]",1,ASSOCIATE,M,RENT,17410712904,MARRIED,0,3,MANAGER,984024321,0,1,1,0,1,state,159292,82732,,2761786,13.7,6,Detractor,Have to chase the company for every small update.,3,17410712904,1732060800000,Visited,Search,0,,3128
Emerging Experts,47,ERICA,SALAS,244857600000,1,19910774,2693463,Life Agent,"[""Sihle Insurance Group Inc.""]",Life Agent/Agency,MODESTO,"[""SC"",""AR"",""OR""]",3,HIGH_SCHOOL,F,OWN,17482189847,SINGLE,2,2,ADJUSTER,95357,0,1,0,0,1,state,172510,73528,,9543566,16.9,19,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,10,17482189847,1685232000000,Visited,Paid Social,4,Sales,8053
Independent Agents,36,MARICA,OWENS,618364800000,1,21091467,3162606,General Lines Agent,"[""Towne Insurance""]","Life, Accident, Health & HMO",BILOXI,"[""RI"",""ID"",""OH""]",3,DOCTORATE,M,OWN,17492906033,DIVORCED,2,4,CONSULTANT,39532,1,0,1,1,0,state,982120,41611,,3673943,10.8,9,Passive,Aggressive upselling without clarifying plan differences.,6,17492906033,1603843200000,Registered,Referral,12,Website,4961
Independent Agents,37,JUSTIN,FRAZIER,558144000000,1,19624053,2588742,General Lines Agent,"[""CCIG""]",Property and Casualty,WEST BEND,"[""CO"",""AR"",""PA"",""IA""]",4,DOCTORATE,M,OWN,17499541320,SINGLE,0,1,SERVICE,53095,1,0,0,1,0,state,179769,29743,1,0,12.9,8,Promoter,They proactively offered extra riders for critical illness without upselling.,9,17499541320,1722729600000,Sent,Web Content,0,,6495
Independent Agents,30,JUSTIN,FRAZIER,780278400000,1,20774404,3066338,Adjuster,"[""Superior Insurance Partners""]",Adjuster - All Lines,NASHVILLE,"[""FL""]",1,DOCTORATE,F,OWN,17499541320,SINGLE,0,1,SERVICE,37207,1,0,0,1,0,state,952846,11276,1,19814378,7.4,8,Promoter,They proactively offered extra riders for critical illness without upselling.,9,17499541320,1722729600000,Sent,Web Content,0,,6472
Independent Agents,38,JULIE,BRINSON,526435200000,1,4689334,3030533,Life Agent,"[""The Baldwin Group""]",Life Agent/Agency,BROOKLYN,"[""MD"",""MO"",""SC"",""CT""]",4,BACHELOR,F,MORTGAGE,17529629744,DIVORCED,0,3,BROKER,11221,1,0,1,1,0,state,131271,79373,,7622286,19.9,1,Passive,Neither dissatisfied nor excited about my experience.,7,17529629744,1708732800000,Visited,Paid Social,1,Claims,4362
Emerging Experts,43,RYAN,BLOOD,392601600000,1,17995919,2488504,Adjuster,"[""Atlas Insurance Brokers LLC""]",Adjuster - All Lines,LAKELAND,"[""NH"",""PA"",""NM""]",3,BACHELOR,F,RENT,17563101543,DIVORCED,1,3,AGENT,338112882,1,0,1,0,1,state,695596,31367,1,13224607,9.5,9,Passive,"Call hold times are sometimes long, but reps polite.",8,17563101543,1697500800000,Visited,Referral,9,Claims,4524
Independent Agents,66,KEASHA,MARTIN,-348105600000,1,20380291,2874246,General Lines Agent,"[""Houchens Insurance Group""]",Property and Casualty,OKLAHOMA CITY,"[""OK"",""AK"",""DE""]",3,BACHELOR,M,RENT,17631580146,DIVORCED,2,4,AGENT,73159,1,0,1,1,1,state,321115,46471,,2253512,2.5,11,Passive,"They do what they are supposed to – nothing more, nothing less.",7,17631580146,1673654400000,Visited,Paid Social,12,Claims,10586
