NPN,LICENSE_NUMBER,NAME,LICENSE_TYPE,QUALIFICATION,ISSUE_DATE,EXPIRATION_DATE,CITY,STATE,POSTAL_CODE,PROVINCE,HOME_STATE,REPCRD,BDFIRMCRD,BROKERDEALER_NAME,GENDER,INSURANCE_LICENSE_FLAG,AGENT_EMAIL_VALIDATION_FLAG,INDEPENDENT_CONTRACTOR_FLAG,SELING_AGENT_FLAG,FIRM_ASSOCIATED,AGENT_DOB,SE2_HIRE_DATE,AUM_SELFREPORTED,RETIREMENT_PROD_SELLER,BRANCH_TYPE,STATE_REGISTERED,FIRST_POLICY_SOLD,AGENT_TENURE,PRIOR_FIRM_CRD,PRIOR_FIRM_LAST_DATE,PRIOR_FIRM_START_DATE
21364594,3250201,CHRISTIAN CHAVEZ,Life Agent,Life Agent/Agency,1729641600000,2026-06-30,ALVARADO,TX,76009,null,HI,585753,67822,OVD Insurance,M,,1,,1,,203558400000,1513468800000,576379,,Regional,"HI,IL,MA",1513555200000,7.7,81145,2013-04-17,2007-05-03
20766416,3026782,LINDA RAMIREZ NERI,General Lines Agent,"Life, Accident, Health & HMO",1687910400000,2027-02-28,GARLAND,TX,750408243,null,SC,939155,34491,TrueNorth,F,1,,,1,1,491529600000,1440547200000,0,,Regional,"SC,OK",1443225600000,10,53570,2011-09-30,2008-09-16
20161630,2770908,ROBERT NAPIER,Life Agent,Life Agent/Agency,1638316800000,2027-04-30,HOUSTON,TX,77063,null,SC,475245,27494,Leavitt Group,F,1,1,,1,1,704246400000,1557446400000,44405271,1,Independent,"SC,SD,DC",1568764800000,6.3,23464,2015-02-24,2012-10-06
9574356,1460203,LUCAS WILSON,General Lines Agent,"Life, Accident, Health & HMO",1186963200000,2026-09-30,NORTHLAKE,TX,76247,null,NC,126502,68660,Robertson Ryan Insurance,M,1,1,1,,1,241056000000,1474502400000,0,,Wirehouse,NC,1482451200000,8.9,38157,2013-12-22,2009-04-15
1303788,909489,TRACY MELDER,General Lines Agent,"Life, Accident, Health & HMO",839894400000,2026-11-30,COLLEGE STATION,TX,77845,null,IN,828005,50848,Moody Insurance Agency Inc.,M,1,1,1,1,,-25401600000,1583539200000,0,,Independent,"IN,UT,AR",1591833600000,5.4,null,null,null
20724101,3014800,NEELIMA ALAPATI,Life Agent,Life Agent/Agency,1685664000000,2027-07-31,CUMMING,GA,30041,null,OH,702101,61973,Watkins Insurance Group,F,1,1,1,1,1,91497600000,1264377600000,0,,Independent,"OH,NY,OK,NV",1276387200000,15.6,null,null,null
20100152,2752277,DAMANIEL THEZARD,General Lines Agent,"Life, Accident, Health & HMO",1634688000000,2025-12-31,ORLANDO,FL,328199425,null,MD,967692,90671,Trucordia,M,1,1,,,1,-80956800000,1324080000000,2329174,1,Wirehouse,"MD,VA,NY,NH",1332720000000,13.7,null,null,null
20999595,3224580,SUNDAY AJAGBE,General Lines Agent,"Life, Accident, Health & HMO",1724976000000,2026-04-30,OSSINING,NY,10562,null,KY,602459,65720,Christensen Group Inc.,M,1,1,1,1,,222393600000,1439856000000,7622685,,Independent,"KY,OK,GA",1450569600000,10,74426,2010-12-12,2006-11-05
17440027,1977405,DANIEL GARCIA,General Lines Agent,"Life, Accident, Health & HMO",1423094400000,2027-02-28,HARLINGEN,TX,78550,null,MI,517137,59788,Patriot Growth Insurance Services LLC,M,1,1,1,,1,-46569600000,1523145600000,7709157,1,Wirehouse,"MI,MD",1531872000000,7.4,null,null,null
1647468,2393755,PAUL W II HORNING II,Life Agent,Life Agent/Agency,1553817600000,2027-04-30,ATLANTA,GA,303052452,null,MI,627910,90111,King Risk Partners,F,1,1,,,1,293328000000,1279756800000,7826886,,Independent,MI,1287187200000,15.1,null,null,null
965608,848626,DAVID CHEPAUSKAS,General Lines Agent,"Life, Accident, Health & HMO",760665600000,2027-06-30,ATLANTIC HIGHLANDS,NJ,077162323,null,MO,390749,81732,Atlas Insurance Brokers LLC,M,1,,1,1,1,351734400000,1272931200000,9977268,,Independent,"MO,VA,NM,NH",1282521600000,15.3,null,null,null
17375295,3076161,ROBERT BOND,Adjuster,Adjuster - P&C,1696204800000,2025-05-31,BOURBONNAIS,IL,609142752,null,MT,922090,91467,Hilb Group,F,1,1,1,1,1,73180800000,1631232000000,0,,Wirehouse,"MT,AR,AK,WI",1631923200000,3.9,56893,2016-10-10,2012-07-23
17910013,2762398,CHELSEA DERUITER,Adjuster,Adjuster - All Lines,1636416000000,2027-02-28,ERICK,OK,736454522,null,TX,109339,42241,Ansay & Associates LLC,F,1,1,1,,,387590400000,1718582400000,1405223,1,Bank,"TX,CT,TN,UT",1725235200000,1.2,94364,2022-07-13,2019-01-04
21469350,3297435,LISA STUECK,Adjuster,Adjuster - P&C,1739923200000,2027-05-31,DALLAS,TX,752660042,null,PA,806077,53874,TrueNorth,M,1,1,1,,1,-266803200000,1394668800000,171813078,1,Wirehouse,"PA,LA",1407801600000,11.4,46987,2012-07-26,2011-02-13
2696640,2412987,JOSEPH BRANDT,General Lines Agent,"Life, Accident, Health & HMO",1559606400000,2025-12-31,HEALDSBURG,CA,95448,null,DE,881056,59895,Lawley Insurance,F,1,1,,,1,-144288000000,1411948800000,33453319,1,Independent,"DE,NH,MT",1418169600000,10.9,null,null,null
15966718,2463852,IRMA SANDOVAL,General Lines Agent,"Life, Accident, Health & HMO",1572307200000,2027-04-30,EL PASO,TX,79932,null,NJ,638475,45172,Mackoul Risk Solutions LLC.,N,1,,,1,1,119664000000,1679270400000,5711867,,Independent,"NJ,SC",1684108800000,2.4,59130,2021-01-16,2019-04-04
21294921,3219169,ELIZABETH LEMUS,General Lines Agent,"Life, Accident, Health & HMO",1724112000000,2026-09-30,PASADENA,TX,77503,null,DE,831964,69233,Marshall + Sterling Enterprises Inc.,F,1,1,1,1,1,970963200000,1668902400000,0,,Wirehouse,DE,1678492800000,2.7,null,null,null
8529191,2543233,JACQUES JEAN-FELIX,Life Agent,Life Agent/Agency,1595203200000,2027-02-28,WEST PALM BEACH,FL,33401,null,ND,556894,61266,Starkweather & Shepley Insurance Brokerage Inc.,M,1,1,1,,1,297561600000,1167609600000,6042493,1,Wirehouse,"ND,MT",1171152000000,18.6,null,null,null
4709939,1414270,BRENDA BURTON,General Lines Agent,"Life, Accident, Health & HMO",1160438400000,2026-01-31,PRAIRIEVILLE,LA,707694168,null,PA,425469,43174,Shepherd Insurance,M,1,1,1,1,1,476496000000,1285718400000,6948501,,Independent,PA,1291334400000,14.9,42984,2008-03-16,2000-11-21
18176850,3097262,LAURA FARIAS SERRATO,General Lines Agent,Property and Casualty,1699574400000,2026-08-31,VANCOUVER,WA,98684,null,AL,455539,33192,BroadStreet Partners Inc.,F,1,1,,1,1,193708800000,1400025600000,2863648,1,Independent,"AL,NH",1405296000000,11.3,null,null,null
21674338,3371000,STORMI SMITH,Life Agent,Life Agent/Agency,1754006400000,2027-09-30,TAYLORSVILLE,UT,84129,null,MD,652782,96607,OneDigital,F,1,1,1,1,1,289440000000,1396137600000,49160532,1,Independent,"MD,KY,WI",1396137600000,11.4,94437,2010-02-27,2008-09-23
17583623,3231428,JOANNA LOUPAKOS,Adjuster,Adjuster - P&C,1726185600000,2026-06-30,SANDY SPRINGS,GA,303503354,null,KS,160748,54065,Dean & Draper Insurance Agency LP,M,1,,,1,1,634953600000,1522886400000,0,,Independent,"KS,MT",1527897600000,7.4,null,null,null
17442640,2014477,JOHN AKERS,General Lines Agent,"Life, Accident, Health & HMO",1436227200000,2026-05-31,CHANDLER,AZ,852867075,null,HI,226893,77704,ALKEME,M,1,1,,1,1,455760000000,1545091200000,2397200,1,Bank,"HI,DC,VT,PA",1551916800000,6.7,16722,2013-12-06,2011-03-07
589292,1668971,BETH CHRISTIAN,Adjuster,Adjuster - All Lines,1296086400000,2026-09-30,TALLAHASSEE,FL,323124096,null,WA,367502,98528,Rich & Cartmill Inc.,M,1,1,1,,1,-101952000000,1117843200000,7728521,1,Regional,WA,1131062400000,20.2,39659,2000-11-26,1995-08-30
20400538,2870111,KENNEDY MCKINNEY,General Lines Agent,"Life, Accident, Health & HMO",1658275200000,2026-07-31,HOUSTON,TX,77021,null,NM,571960,54336,Leavitt Group,F,1,,1,1,,-29721600000,1554422400000,0,,Regional,"NM,HI",1563840000000,6.4,null,null,null
21675933,3369694,ISAIAH COPHER,Temp General Lines - LAH Agent,"Temp. Life,  A&H, HMO",1753833600000,2026-01-26,WILLSPOINT,TX,75169,null,OH,500063,29556,Watkins Insurance Group,M,1,,1,,1,484617600000,1652745600000,0,,Independent,"OH,MN,NC",1663804800000,3.2,null,null,null
20717045,3006448,OTHA BELL,Life Agent,Life Agent/Agency,1684195200000,2025-11-30,ROUND ROCK,TX,786651481,null,ID,793135,17821,Rich & Cartmill Inc.,M,1,1,1,1,1,-208569600000,1438128000000,0,,Independent,"ID,AZ",1451865600000,10.1,75311,2012-07-26,2005-06-27
17696911,2369536,GRACE HEISLER,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1546819200000,2025-10-31,SPRINGFIELD,MO,658044291,null,CO,130240,51280,Superior Insurance Partners,F,1,1,,1,1,468720000000,1336953600000,0,,Wirehouse,CO,1349654400000,13.3,null,null,null
19481568,2542805,ZULAY MEDINA ZAMORA,General Lines Agent,"Life, Accident, Health & HMO",1595203200000,2026-09-30,TEXARKANA,TX,755032803,null,AL,768653,34944,Tompkins Insurance Agencies Inc.,M,,1,,1,1,136425600000,1310083200000,0,,Wirehouse,AL,1322956800000,14.1,null,null,null
16932867,1821742,FELICE ROSS,General Lines Agent,"Life, Accident, Health & HMO",1365379200000,2027-01-31,DALLAS,TX,75249,null,MO,280381,67476,The MJ Companies,F,,1,,1,1,470534400000,1240358400000,10515219,1,Independent,"MO,RI,AZ",1253664000000,16.3,61538,2008-05-26,2005-04-05
20608468,2970541,RIELLE DRISKELL,Adjuster,Adjuster - All Lines,1677801600000,2027-10-31,BLOOMINGTON,IL,61710,null,NC,325952,91975,Relation Insurance Inc.,M,1,1,1,,1,539654400000,1611014400000,1457695,1,Independent,"NC,NJ,NY",1625702400000,4.6,65611,2017-11-25,2012-04-17
8469686,3311152,PEDRO NAVAS,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1742515200000,2027-08-31,NASHVILLE,TN,37207,null,MO,225880,81748,Marshall + Sterling Enterprises Inc.,F,1,1,1,1,,526176000000,1161475200000,25314799,1,Regional,"MO,MA,GA",1167782400000,18.8,91712,2001-05-04,1999-02-06
3580111,2762752,DAVID CUSHING,Adjuster,Adjuster - P&C,1636502400000,2025-10-31,TRAVELERS REST,SC,29690,null,MS,431537,40273,Accession Risk Management Group,M,1,1,,,1,428198400000,1294963200000,2425114,1,Wirehouse,"MS,AZ,VT,TN",1310169600000,14.6,21932,2009-07-02,2002-06-20
8553284,2899863,AISHA WATTS,Adjuster,Adjuster - P&C,1663632000000,2026-02-28,SAN ANTONIO,TX,782880001,null,OK,812807,88420,AssuredPartners,M,1,1,,1,1,877046400000,1154822400000,0,,Independent,"OK,NC",1157587200000,19,61578,2002-06-16,2000-06-23
21457938,3290908,ETHAN SLADE,Life Agent,Life Agent/Agency,1738627200000,2027-07-31,AMERICAN FORK,UT,84003,null,NJ,880072,72074,Hausmann Group,F,1,1,1,,1,-279590400000,1221955200000,3103162,,Independent,"NJ,VA,HI,OK",1229299200000,16.9,97425,2003-07-21,1996-06-13
20831720,3056900,ROBERT ROLAND MOYA VASQUEZ JR,General Lines Agent,"Life, Accident, Health & HMO",1692921600000,2027-08-31,CORPUS CHRISTI,TX,78411,null,VA,906882,83828,Hausmann Group,M,1,1,1,,1,389577600000,1675641600000,4887218,,Wirehouse,"VA,MD,DC,NM",1684108800000,2.5,null,null,null
19648578,2569643,KENDYL HOWARD,General Lines Agent,"Life, Accident, Health & HMO",1600300800000,2026-09-30,HOUSTON,TX,77096,null,WI,592357,37237,Starkweather & Shepley Insurance Brokerage Inc.,F,1,1,,1,,186451200000,1333152000000,0,,Independent,"WI,MT,AZ",1339372800000,13.4,56380,2010-01-19,2005-04-04
17329846,1930092,ASHLEY CHARLES,Adjuster,Adjuster - All Lines,1406332800000,2026-12-31,SAN ANTONIO,TX,78288,null,LA,843480,18645,Turner Surety & Insurance Brokerage,M,1,1,1,1,1,376099200000,1501632000000,3369042,1,Regional,"LA,NC",1504310400000,8,99264,2013-10-16,2005-11-04
21271489,3359311,CHRISTOPHER MARINO,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1751932800000,2027-12-31,DENHAM SPRINGS,LA,70726,null,VT,790080,81763,Unison Risk Advisors,F,1,1,1,,1,714700800000,1325808000000,3716537,1,Independent,VT,1332288000000,13.6,null,null,null
16446190,1843134,SUSAN TUCKER,Adjuster,Adjuster - All Lines,1375660800000,2026-06-30,ALPHARETTA,GA,300048528,null,MA,630934,52353,The Baldwin Group,F,1,1,1,1,,722390400000,1403395200000,6430548,,Wirehouse,"MA,CT,WA,NH",1407888000000,11.2,25648,2009-08-14,2007-06-11
8819517,1669044,MICHAEL RAPOSA,General Lines Agent,"Life, Accident, Health & HMO",1296086400000,2027-05-31,BOSTON,MA,021083107,null,WA,744948,62780,Relation Insurance Inc.,F,,1,,1,1,-100224000000,1514764800000,0,,Wirehouse,"WA,MN,MO,IL",1518998400000,7.6,35126,2013-05-02,2010-08-16
18568897,2248326,CAMILLE WHITE,General Lines Agent,Property and Casualty,1511222400000,2027-06-30,LAS VEGAS,NV,891193620,null,MI,596621,50790,Associated Insurance Management LLC,F,1,1,1,1,1,944265600000,1257033600000,9240116,,Independent,"MI,KY",1271548800000,15.8,null,null,null
20875807,3077984,GEORGIA APOLINAR,General Lines Agent,Property and Casualty,1696464000000,2025-12-31,ARLINGTON,TX,76010,null,OR,457116,26607,Relation Insurance Inc.,M,1,1,1,,1,-11836800000,1601251200000,4641004,,Bank,"OR,HI,NM,CT",1602979200000,4.9,38444,2017-08-04,2012-06-30
16739751,2741139,ALTON MILLS,Life Agent,Life Agent/Agency,1632960000000,2025-09-30,WILMINGTON,NC,284127555,null,GA,473126,90631,NavSav Insurance,M,1,1,,1,1,-110678400000,1629590400000,7910069,,Wirehouse,GA,1634515200000,4,85742,2019-11-30,2013-02-13
6445994,1778869,JOSEPH BAGWELL,Adjuster,Adjuster - P&C,1343952000000,2027-06-30,RALEIGH,NC,276146738,null,WV,603756,85530,"Bowen, Miclette & Britt Insurance Agency LLC",F,1,1,,1,1,469238400000,1398988800000,2320684,,Wirehouse,"WV,KS",1401321600000,11.3,null,null,null
20405758,2916564,DEZIA PATTERSON,General Lines Agent,"Life, Accident, Health & HMO",1666224000000,2026-03-31,CHARLOTTE,NC,282788946,null,SD,464809,65711,INSURICA Insurance Services LLC,F,1,1,,1,1,-324950400000,1272931200000,6836824,1,Independent,"SD,GA,MT,IL",1275436800000,15.3,null,null,null
17338623,1934847,SUSAN YOUSSIF,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1408060800000,2025-05-31,NORTH LIBERTY,IA,523176508,null,DE,113691,84066,Marshall + Sterling Enterprises Inc.,F,1,1,,1,1,-19526400000,1118448000000,5071607,,Regional,"DE,MA",1128038400000,20.2,null,null,null
21641472,3356322,BROOKS GAY,General Lines Agent,Property and Casualty,1751328000000,2027-10-31,ABILENE,TX,796064393,null,VT,966571,90697,Mackoul Risk Solutions LLC.,M,1,1,,1,1,-151632000000,1592524800000,0,,Regional,"VT,SC,CT",1596326400000,5.2,45823,2018-01-07,2010-10-11
21073831,3306800,VICTORIA HE,Life Agent,Life Agent/Agency,1741737600000,2027-04-30,TEMPLE CITY,CA,91780,null,KS,571038,15165,Buckner Company,F,1,1,,1,1,449452800000,1460505600000,8223758,1,Wirehouse,KS,1474761600000,9.3,32765,2012-04-21,2007-10-10
21110792,3188625,ADRIENNE EVANS,General Lines Agent,"Life, Accident, Health & HMO",1718323200000,2026-09-30,UPPER MARLBORO,MD,20774,null,SD,791163,77969,NavSav Insurance,F,1,1,,1,1,858297600000,1177804800000,5972257,,Wirehouse,SD,1182556800000,18.3,32850,2006-01-08,1998-06-13
19405214,2742559,JESSICA PARKER,Adjuster,Adjuster - All Lines,1633305600000,2025-10-31,DALLAS,TX,752660042,null,IN,451451,40361,Moreton & Company,F,,1,,1,1,519264000000,1181779200000,2720076,,Wirehouse,"IN,WA,MO",1196380800000,18.2,84908,2002-04-19,1997-01-25
20546278,2949900,GREGG WALTERS,Adjuster,Adjuster - All Lines,1673568000000,2025-05-31,ORLANDO,FL,328083168,null,MO,611714,73469,Insurance Office of America Inc.,F,1,1,,1,1,472521600000,1371427200000,4999709,1,Regional,"MO,DC,NC,IL",1374451200000,12.2,62665,2011-09-14,2007-09-02
17315431,2785902,LAZARO PEREZ,Adjuster,Adjuster - All Lines,1641945600000,2027-03-31,SAN ANTONIO,TX,782549627,null,MA,265154,44266,CAC Group,F,1,1,,1,1,575251200000,1667174400000,5112796,,Independent,"MA,MN,WV",1680912000000,2.8,null,null,null
20608317,2959061,OSCAR ROMERO,General Lines Agent,Property and Casualty,1675641600000,2027-03-31,KATY,TX,77450,null,NV,169367,53349,Snellings Walters Insurance Agency,F,,,1,1,1,86659200000,1608076800000,0,,Regional,"NV,UT,ND,MN",1615593600000,4.7,84551,2017-08-05,2014-05-20
16689870,1834465,ELIZABETH CHAIREZ DIMAS,General Lines Agent,"Life, Accident, Health & HMO",1371600000000,2026-02-28,DALLAS,TX,75223,null,ND,368702,77207,Reliance Partners,F,1,1,1,,1,-30153600000,1704844800000,6631952,1,Independent,"ND,DE,NJ",1720310400000,1.6,20162,2020-01-13,2013-02-09
15913850,1654770,BRADLEY CLARKE,Adjuster,Adjuster - P&C,1288137600000,2026-11-30,PEACHTREE CITY,GA,30269,null,IL,281180,96018,Haas & Wilkerson Insurance,M,1,1,,,1,937612800000,1366934400000,2663457,1,Independent,"IL,WI,ND",1374883200000,12.3,null,null,null
19995721,2703003,FREDDY PUJOLS,General Lines Agent,"Life, Accident, Health & HMO",1627430400000,2025-12-31,KANSAS CITY,MO,64105,null,OH,110969,28383,James G Parker Insurance Associates,M,1,1,1,1,1,-49507200000,1193788800000,21232804,1,Independent,OH,1202774400000,17.8,null,null,null
15536743,1941582,ARNALDO LABORI,General Lines Agent,"Life, Accident, Health & HMO",1410480000000,2027-01-31,MIAMI,FL,33172,null,MO,573541,20530,Oakbridge Insurance Agency LLC,M,1,1,1,1,1,193881600000,1483660800000,8222965,1,Wirehouse,"MO,GA,MA,NE",1491177600000,8.6,46729,2015-11-07,2011-12-15
988953,2100086,KATHRYN RUMANCIK-KIZYMA,General Lines Agent,Property and Casualty,1466380800000,2026-11-30,CLAY,MI,480014225,null,KS,148778,60317,BroadStreet Partners Inc.,M,,1,,1,1,733017600000,1122595200000,3810854,1,Independent,"KS,CA,NJ,VA",1131753600000,20,null,null,null
20537373,2936785,TIFFANY JONES,Adjuster,Adjuster - All Lines,1670371200000,2026-01-31,PLANT CITY,FL,33563,null,NM,975453,73385,Signers National LLC,F,1,1,1,1,1,322012800000,1233964800000,24803993,1,Wirehouse,"NM,MA",1236384000000,16.5,32547,2004-10-24,1999-08-29
14636970,1848487,JANET OLFE,Adjuster - DHS Texas,Adjuster - All Lines DHS TX,1377648000000,2025-12-31,FENTON,MO,630265541,null,MO,332656,92485,The Baldwin Group,F,1,1,,1,1,711158400000,1310342400000,7638547,,Independent,MO,1314921600000,14.1,null,null,null
13113761,1760512,COURTNEY MCCARTHY,Adjuster,Adjuster - P&C,1335484800000,2026-10-31,MARLBOROUGH,MA,017521389,null,OH,468178,34656,R&R Insurance Services Inc.,F,1,1,1,1,1,-46224000000,1691107200000,7459207,,Regional,"OH,PA,NE,UT",1703030400000,2,null,null,null
21632680,3359331,THOMAS WALL,Life Agent,Life Agent/Agency,1751932800000,2027-03-31,EASLEY,SC,29640,null,NM,815762,61478,R&R Insurance Services Inc.,M,1,1,,1,1,-342921600000,1359676800000,1129051,1,Regional,"NM,RI,MT",1359936000000,12.5,31673,2008-12-03,2004-01-11
20849357,3065331,MATTHEW VALDEZ,General Lines Agent,"Life, Accident, Health & HMO",1694476800000,2025-08-31,SAN ANTONIO,TX,78240,null,TN,484084,49839,Hilb Group,M,1,1,1,1,1,946857600000,1627603200000,21033069,1,Regional,"TN,MA",1635292800000,4,null,null,null
21672803,3368185,TALVICKEO LASHUN BANKS JR,General Lines Agent,"Life, Accident, Health & HMO",1753660800000,2027-06-30,HOUSTON,TX,77021,null,CO,193406,77904,USI Insurance Services,F,1,1,,1,1,-266025600000,1351036800000,6195190,1,Wirehouse,"CO,WY,ID,TX",1362441600000,12.8,98789,2007-08-19,2006-07-12
4588789,2622561,WILBOR LANDRY,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1611705600000,2025-08-31,LEAGUE CITY,TX,77573,null,ID,767288,57025,BroadStreet Partners Inc.,M,1,1,,,1,844041600000,1325548800000,7135201,,Regional,"ID,MA,NH",1332979200000,13.6,null,null,null
20262666,2809646,REGINALD DEROUSELLE,Adjuster,Adjuster - All Lines,1646784000000,2026-07-31,HOUSTON,TX,772060303,null,NC,937163,15865,Paramount Exclusive Insurance Services Inc.,M,,1,,1,1,643507200000,1587600000000,6634708,,Regional,"NC,WI,GA",1596585600000,5.3,74093,2019-10-23,2012-07-03
5746304,2964117,ROBERT LICHTLE,General Lines Agent,"Life, Accident, Health & HMO",1676505600000,2025-06-30,STERLING HTS,MI,48313,null,ME,805400,12401,Lockton,F,1,1,,1,1,720144000000,1164758400000,9743166,1,Independent,"ME,MD",1172793600000,18.7,35691,2005-04-20,2003-07-12
20625342,3332282,MATTHEW HUK,Adjuster,Adjuster - P&C,1746662400000,2027-12-31,BOSTON,MA,021165066,null,VA,949422,94952,TrueNorth,M,1,,,1,1,692236800000,1358467200000,20351317,1,Wirehouse,"VA,OR,MA",1360454400000,12.6,null,null,null
16300881,2786527,DEVIN GIZZO,General Lines Agent,Property and Casualty,1642032000000,2026-02-28,SPARTA,NJ,07871,null,ND,582856,85401,EPIC Insurance Brokers & Consultants,F,1,,1,1,1,-209606400000,1656979200000,9175953,,Wirehouse,"ND,CT,ID,AL",1671148800000,3.1,null,null,null
18392660,2360785,AYANNA SETTLES,Adjuster,Adjuster - All Lines,1543449600000,2026-04-30,FOREST PARK,GA,302973554,null,OH,338910,66916,JMG,M,1,1,,1,1,400809600000,1714694400000,3752170,,Independent,OH,1719532800000,1.3,null,null,null
3594013,1345021,SHERI BANKS,Adjuster,Adjuster - P&C,1125014400000,2025-06-30,LOS ANGELES,CA,90016,null,MO,785673,81496,Frost Insurance Agency,M,1,1,,,1,-13651200000,1119484800000,7500676,,Wirehouse,"MO,WY,AL,DE",1134950400000,20.1,null,null,null
20252282,2805322,STEPHENIE LINK,Adjuster,Adjuster - All Lines,1646006400000,2027-10-31,CYPRESS,TX,77433,null,NJ,109547,10105,TIS Insurance Services Inc.,M,,1,1,1,1,681177600000,1618012800000,5772782,,RIA,"NJ,CA,AZ",1627689600000,4.4,97432,2020-04-28,2015-07-15
19338841,2466007,MARITZA MORENO,Life Agent,Life Agent/Agency,1572825600000,2025-06-30,CYPRESS,TX,774291450,null,ND,952365,69000,Reliance Partners,M,,1,1,1,1,-119750400000,1424390400000,5389959,,Wirehouse,"ND,AK,MI,OK",1437782400000,10.5,91195,2010-11-29,2006-09-16
20687979,3092460,LINDSEY WHITWORTH,Life Agent,Life Agent/Agency,1698796800000,2027-05-31,MAYPEARL,TX,76064,null,OH,305611,31680,C3 Risk & Insurance,F,1,1,,1,1,557798400000,1545004800000,6374023,1,Wirehouse,OH,1551744000000,6.7,97128,2013-07-01,2007-04-25
1964805,2964460,AMY HODNIK,Adjuster,Adjuster - P&C,1676592000000,2027-03-31,SHAWNEE MISSION,KS,662011405,null,OH,690630,67342,Alliant Insurance Services/Confie,M,1,1,,1,1,907372800000,1478217600000,12773289,1,Wirehouse,"OH,IA,LA,WY",1481500800000,8.8,null,null,null
21598064,3338239,CHARLI SWAIN,General Lines Agent,Property and Casualty,1747785600000,2027-09-30,TOMBALL,TX,773778254,null,DC,970277,22632,Hylant,M,1,1,,,1,-345772800000,1654387200000,4290263,,Wirehouse,"DC,ND,NV",1667865600000,3.2,44321,2019-12-31,2015-08-16
18906175,2334038,REBECCA LAMKA,General Lines Agent,"Life, Accident, Health & HMO",1536278400000,2026-03-31,ALLEN,TX,750137000,null,WA,555472,89329,The Plastridge Agency Inc.,F,1,,,1,1,-279849600000,1413072000000,1547085,1,Regional,"WA,MI",1418169600000,10.8,86838,2010-08-25,2006-11-18
20181688,2778715,KIMBERLY YEATMAN,Adjuster - DHS Texas,Adjuster - All Lines DHS TX,1639958400000,2027-08-31,SAINT LOUIS,MO,631031854,null,ND,241933,84048,Insurance Office of America Inc.,M,1,1,1,1,1,139622400000,1267142400000,2414777,,Wirehouse,"ND,WY",1282089600000,15.5,59871,2005-06-12,1999-11-14
18335034,3265108,MARCIAL LINARES,General Lines Agent,"Life, Accident, Health & HMO",1732492800000,2026-04-30,LAUDERHILL,FL,33311,null,SD,253672,91550,Marshall + Sterling Enterprises Inc.,M,,1,1,1,1,319766400000,1461888000000,0,,Regional,"SD,SC,NV",1473552000000,9.3,null,null,null
1934446,954123,TONYA SANDERS,General Lines Agent,"Life, Accident, Health & HMO",897004800000,2026-03-31,TOMBALL,TX,77375,null,ND,678101,62091,The Daniel and Henry Company,M,1,1,1,,1,-249523200000,1504656000000,10728852,1,Bank,"ND,SD,VT",1507075200000,7.9,60009,2015-12-02,2014-11-28
19051013,2382028,SALAHUDDIN NASHID,Adjuster,Adjuster - All Lines,1550620800000,2026-10-31,FORT WORTH,TX,76103,null,IA,664106,49266,Rich & Cartmill Inc.,M,1,1,1,1,1,404697600000,1269820800000,5639571,,Independent,"IA,HI,DE",1275782400000,15.4,29194,2005-09-13,2000-01-18
19232106,2980494,MICHELLE MONTOVANO,General Lines Agent,"Life, Accident, Health & HMO",1679529600000,2027-07-31,MARYSVILLE,OH,430407635,null,MN,247410,46138,Ansay & Associates LLC,M,,1,,1,1,209347200000,1142899200000,44087885,1,Independent,"MN,IL,FL,KY",1151539200000,19.4,null,null,null
20677228,2988423,ENJOLI STALLWORTH,Adjuster,Adjuster - All Lines,1681084800000,2025-11-30,HOUSTON,TX,77083,null,PA,452553,81176,OVD Insurance,F,1,1,1,1,1,640742400000,1706054400000,1571852,,Independent,"PA,TN,RI,AL",1710460800000,1.6,26665,2018-09-04,2012-10-07
20388754,3245558,JOEL CATHEYSUE,Life Agent,Life Agent/Agency,1728604800000,2026-12-31,TROUTDALE,OR,97060,null,OH,452353,99192,Lawley Insurance,M,1,,1,,,488937600000,1547424000000,24203062,1,Regional,"OH,SD,VA",1553644800000,6.6,21623,2013-11-25,2009-07-02
17670674,2823455,MATTHEW SANDBERGEN,Adjuster,Adjuster -  Worker's Comp.,1649289600000,2026-08-31,BOSTON,MA,021165066,null,MA,888892,30887,Crest Insurance Group,M,1,1,,,1,188956800000,1713398400000,8781598,,Wirehouse,"MA,CT,IA",1715385600000,1.3,20430,2023-03-03,2015-10-29
19855048,2653340,DANNA BROWN,Pers Lines Prop and Cas Agent,Personal Lines Prop and Cas,1617667200000,2025-08-31,BOSTON,MA,021165066,null,MT,940690,29094,Home Services Insurance,F,1,1,1,1,1,-301881600000,1507939200000,0,,Independent,"MT,AR,OR",1513382400000,7.8,66365,2012-07-10,2009-08-18
20665234,2982922,THERESA KIEFER,General Lines Agent,"Life, Accident, Health & HMO",1680048000000,2025-05-31,GARLAND,TX,75044,null,MA,915540,42043,Commercial Insurance Associates,F,1,1,1,1,1,89683200000,1547510400000,34172191,1,Bank,MA,1552608000000,6.6,null,null,null
